feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
HILIC_342.190829920653_30.1813893462576,annotation,Acetylintermedine,N,C18,M+H,N,C16750,HMDB0302036
C18_343.073218432703_33.9230875785528,annotation,5'-S-Methyl-5'-thioinosine,N,C18,M+FA-H,N,C19787,NA
HILIC_343.153820128763_257.367886566988,annotation,Chaparrinone,N,C18,M+H-2H2O,N,C08757,NA
C18_343.248937184646_196.074397111991,annotation,Ricinoleic acid,N,C18,M+FA-H,N,C08365,HMDB0034297
HILIC_343.295505266322_35.8520544523463,annotation,2-Octyl dodecanol,N,C18,M+2Na-H,N,C20338,NA
HILIC_344.185614294102_276.540021460886,annotation,(S)-Tetrahydropapaverine,N,C18,M+H,N,C21631,NA
C18_345.015490812669_51.5760190421241,annotation,Alcophosphamide,N,C18,M-H+HCOONa,Y,C16551,HMDB0060432
HILIC_345.04598541835_210.727759783575,annotation,dTMP,N,C18,M+Na,N,C00364,HMDB0001227
HILIC_345.129375801993_44.0554814802759,annotation,Tetraneurin A,Y,C18,M+Na,N,C09559,NA
HILIC_345.129375801993_44.0554814802759,annotation,epi-Tulipinolide diepoxide,Y,C18,M+Na,N,C09568,NA
C18_345.264533206597_222.467280373292,annotation,3-Hydroxy-palmitic acid methyl ester,N,C18,M+Hac-H,N,C11849,NA
HILIC_346.028012916295_251.945827012574,annotation,N-Acetyl-alpha-D-galactosamine 1-phosphate,N,C18,M+2Na-H,Y,C18060,HMDB0059626
C18_346.055732017747_21.0185432839406,annotation,AMP,N,C18,M-H,Y,C00020,HMDB0000045
HILIC_346.125828727768_194.894075158757,annotation,Histidyltryptophyldiketopiperazine,N,C18,M+Na,N,C22162,NA
C18_347.039723661661_21.5145005380998,annotation,2-O-(6-Phospho-alpha-mannosyl)-D-glycerate,N,C18,M-H,N,C16699,HMDB0012152
HILIC_347.192407548078_116.09542804312,annotation,L-Alanyl-gamma-D-glutamyl-L-lysine,N,C18,M+H,N,C21160,NA
HILIC_348.068656699528_64.8407910332275,annotation,AMP,N,C18,M+H,Y,C00020,HMDB0000045
HILIC_348.070267608996_284.135641990025,annotation,dGMP,N,C18,M+H,N,C00362,HMDB0001044
HILIC_349.02828205447_52.8100858115068,annotation,Alphitonin,N,C18,M+2Na-H,N,C22552,NA
HILIC_349.054321657894_278.439163164603,annotation,IMP,N,C18,M+H,N,C00130,HMDB0000175
C18_349.060423888013_66.8001745688956,annotation,Sulfometuron,N,C18,M-H,N,C18895,NA
HILIC_349.067587215041_208.127670178662,annotation,Jacareubin,N,C18,M+Na,N,C10074,NA
C18_349.076413602644_34.847313508823,annotation,8-Oxocoformycin,N,C18,M-H+HCOONa,N,C02243,NA
HILIC_349.135387102018_122.889826348212,annotation,Discadenine,N,C18,M+2Na-H,N,C01804,NA
HILIC_349.18299433979_146.324058282855,annotation,Istamycin AP,N,C18,M+2Na-H,N,C17984,NA
HILIC_349.2368593766_28.3266458883901,annotation,"3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione",N,C18,M+H,N,C05478,HMDB0006755
C18_351.055827950049_22.3724873790341,annotation,4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate,N,C18,M-H,N,C06118,NA
HILIC_351.099274842189_253.562449193223,annotation,Penicillin X,N,C18,M+H,N,C17404,NA
HILIC_351.158056163683_84.7459604075236,annotation,4-O-Methylxanthohumol,N,C18,M+H-H2O,N,C22048,NA
C18_351.16634101654_133.02752533846,annotation,Feruloylagmatine,N,C18,M+FA-H,N,C18325,HMDB0037107
C18_352.84867558059_84.2073796991325,annotation,"1,2,3,7,8-Pentachlorodibenzodioxin",N,C18,M-H,N,C18099,HMDB0244136
C18_353.16033130053_27.0983441317193,annotation,Cinnamodial,N,C18,M+FA-H,Y,C09638,NA
C18_353.215652990512_159.031970625016,annotation,"N1,N12-Diacetylspermine",N,C18,M-H+HCOONa,Y,C03413,HMDB0002172
HILIC_353.23191757548_28.6597731895874,annotation,Prostaglandin H2,N,C18,M+H,N,C00427,HMDB0001381
C18_353.306167941512_221.330037996572,annotation,22-Oxodocosanoate,N,C18,M-H,N,C19624,NA
C18_354.865928544002_155.843776669309,annotation,"2,3,7,8-Tetrachlorodibenzodioxin",N,C18,M+Cl,N,C07557,HMDB0258755
HILIC_355.154362515922_275.340876465174,annotation,S-Adenosylmethioninamine,N,C18,M+H,N,C01137,HMDB0000988
HILIC_355.247564842096_28.0366602560156,annotation,Prostaglandin F2alpha,N,C18,M+H,N,C00639,HMDB0001139
C18_356.120800458028_31.7404685919841,annotation,Psicofuranine,N,C18,M+Hac-H,N,C05342,NA
HILIC_357.122443979915_177.503424902687,annotation,SN-38,N,C18,M+H-2H2O,N,C11173,HMDB0060510
HILIC_358.184965288434_208.931200534775,annotation,Uplandicine,N,C18,M+H,N,C10412,NA
C18_359.092830481808_30.7554201218293,annotation,N-Acetylthienamycin,N,C18,M+FA-H,N,C17377,NA
HILIC_359.222499029096_27.8302708721443,annotation,"3-Methoxy-16-methylestra-1,3,5(10)-triene-16beta,17beta-diol 17-acetate",N,C18,M+H,N,C14974,NA
C18_360.238164270935_159.958326568529,annotation,O-Decanoyl-L-carnitine,N,C18,M+FA-H,N,C03299,HMDB0000651
C18_360.932572765876_80.067128988586,annotation,Butonate,N,C18,M+Cl,Y,C18967,NA
C18_360.999369864412_59.8167344436204,annotation,5-Fluorodeoxyuridine monophosphate,N,C18,M+Cl,N,C04242,HMDB0060394
HILIC_361.100576921751_96.9361425592226,annotation,Sorgolactone,N,C18,M+2Na-H,N,C09186,HMDB0039607
C18_361.126866822155_28.3710768800389,annotation,3''-Deamino-3''-oxonicotianamine,N,C18,M+Hac-H,Y,C15486,NA
HILIC_361.164997411256_74.8030295467082,annotation,Lariciresinol,Y,C18,M+H,N,C10646,HMDB0303941
HILIC_361.164997411256_74.8030295467082,annotation,(-)-Lariciresinol,Y,C18,M+H,N,C20454,NA
C18_362.050586139498_20.5375555843735,annotation,GMP,N,C18,M-H,Y,C00144,HMDB0001397
HILIC_362.137589348324_84.3416307478126,annotation,(S)-Canadine,N,C18,M+Na,N,C03329,NA
HILIC_362.925966743181_71.5354305651045,annotation,TDE,N,C18,M+2Na-H,N,C06636,HMDB0304640
HILIC_362.98397490172_184.347893909436,annotation,"D-Fructose 1,6-bisphosphate",N,C18,M+Na,Y,C00354,NA
HILIC_363.017470129906_78.609497155975,annotation,6-Thioxanthine 5'-monophosphate,N,C18,M+H-H2O,N,C16618,HMDB0060418
C18_363.033889635023_23.3557270917654,annotation,Xanthosine 5'-phosphate,N,C18,M-H,N,C00655,HMDB0001554
C18_363.194321340209_224.651187712127,annotation,"2,3-Dinor-8-iso prostaglandin F1alpha",N,C18,M+Cl,Y,C14795,NA
C18_364.041714948725_143.963815807438,annotation,"2,4-Dinitro-1-(3-nitrophenoxy)benzene",N,C18,M+Hac-H,N,C15297,NA
HILIC_364.064527286557_288.969234337628,annotation,GMP,N,C18,M+H,Y,C00144,HMDB0001397
C18_364.129681450555_30.963915425052,annotation,N-Acetylbialaphos,N,C18,M-H,N,C17951,NA
C18_365.049767585922_24.4549519438019,annotation,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,N,C18,M-H,N,C04734,HMDB0001439
HILIC_365.059717118267_259.45029114458,annotation,DHKred-OH,N,C18,M+2Na-H,N,C18358,NA
C18_365.137704535793_30.657907081095,annotation,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",N,C18,M+Hac-H,Y,C19559,HMDB0062223
HILIC_365.157043877883_20.1328576003984,annotation,N-Acetylmuramoyl-Ala,N,C18,M+H,N,C02999,HMDB0060494
C18_365.181637889377_140.437211185175,annotation,Bz-Arg-OEt,N,C18,M+Hac-H,N,C01670,NA
HILIC_365.194791125493_26.8867935203783,annotation,Gibberellin A37 open lactone,N,C18,M+H,N,C11859,NA
HILIC_365.210308652473_81.5631646326939,annotation,Marinobufagenin,N,C18,M+H-2H2O,N,C20036,NA
HILIC_366.13871889979_78.9090105290878,annotation,1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol,N,C18,M+H-H2O,N,C19784,NA
C18_367.064213180996_23.3069326410135,annotation,4-(beta-D-Glucosyloxy)benzoate,N,C18,M-H+HCOONa,N,C03993,NA
HILIC_367.14991316186_78.2514444926052,annotation,alpha-Zearalanol,N,C18,M+2Na-H,N,C14752,HMDB0032702
C18_367.158549381964_28.0721862648196,annotation,Dehydroepiandrosterone sulfate,N,C18,M-H,N,C04555,HMDB0001032
HILIC_367.210774830591_27.18410544594,annotation,20-COOH-Leukotriene B4,N,C18,M+H,N,C05950,HMDB0006059
C18_367.225534236841_192.779849151647,annotation,Perindopril,N,C18,M-H,N,C07706,HMDB0014928
C18_367.358122146391_296.696013226801,annotation,Tetracosanoic acid,N,C18,M-H,N,C08320,HMDB0002003
C18_368.076640827233_27.9881126172584,annotation,"N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)maleamic acid",N,C18,M+Hac-H,N,C15466,NA
C18_368.150250757224_28.4789073691794,annotation,Demethylluteothin,N,C18,M-H,N,C22086,NA
C18_368.883148401954_130.882075457403,annotation,"2,3,3',4,5-Pentachlorobiphenyl",N,C18,M+FA-H,N,C14365,NA
C18_368.940424458809_76.251137763886,annotation,Methidathion,N,C18,M-H+HCOONa,N,C14431,HMDB0254527
HILIC_368.961467806934_57.6702238904619,annotation,6-Deoxy-6-sulfo-D-fructose 1-phosphate,N,C18,M+2Na-H,N,C20831,NA
HILIC_369.056369249346_167.789555865993,annotation,Aflatoxin B1 diol,N,C18,M+Na,N,C19588,HMDB0060430
HILIC_369.226877457168_28.5164959060506,annotation,Prostaglandin G2,Y,C18,M+H,N,C05956,HMDB0003235
HILIC_369.226877457168_28.5164959060506,annotation,6-Keto-prostaglandin E1,Y,C18,M+H,N,C05962,HMDB0004241
HILIC_369.226877457168_28.5164959060506,annotation,11-Dehydro-thromboxane B2,Y,C18,M+H,N,C05964,HMDB0004242
C18_369.265172611805_179.010929944815,annotation,1-Naphthylacetylspermine,N,C18,M-H,N,C13674,NA
HILIC_370.021552022374_245.623364950537,annotation,dCDP,N,C18,M+H-H2O,N,C00705,HMDB0001245
HILIC_370.073946386439_213.969774849229,annotation,N-Glycoloyl-neuraminate,N,C18,M+2Na-H,Y,C03410,HMDB0000833
HILIC_371.077197449177_213.124933025046,annotation,Lancerin,N,C18,M+H-2H2O,Y,C10075,NA
C18_371.120440530229_215.5256620921,annotation,"6,7-Dimethyl-8-(D-ribityl)lumazine",N,C18,M+FA-H,N,C04332,HMDB0003826
C18_371.170928659567_34.899820873579,annotation,Istamycin KL1,N,C18,M+Cl,N,C17983,NA
C18_371.243833692218_175.287594455881,annotation,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid",N,C18,M+Hac-H,Y,C07338,HMDB0062281
HILIC_371.315433009177_293.961468809894,annotation,Docosanedioate,N,C18,M+H,N,C19625,HMDB0242127
HILIC_372.100561478246_20.676920045853,annotation,(p-Aminobenzyl)penicillin,N,C18,M+Na,N,C11749,NA
C18_372.984222967163_20.7956847822546,annotation,Dichlofenthion,N,C18,M+Hac-H,N,C18398,NA
HILIC_373.029668941926_237.029752976293,annotation,"Aflatoxin B1-exo-8,9-epoxide",N,C18,M+2Na-H,N,C19586,HMDB0006558
C18_373.054077071198_60.6934785768902,annotation,Leucocyanidin,N,C18,M-H+HCOONa,N,C05906,NA
HILIC_373.108872304602_97.2514492386113,annotation,Estrone 3-sulfate,N,C18,M+Na,Y,C02538,HMDB0001425
C18_373.150299072421_38.8589736934459,annotation,Deoxyloganin,N,C18,M-H,N,C06071,NA
C18_373.259774367154_216.275444258799,annotation,"9,10-DHOME",N,C18,M+Hac-H,N,C14828,NA
C18_373.29590103876_246.476326324738,annotation,L-2-Hydroxyphytanate,N,C18,M+FA-H,N,C02982,NA
HILIC_374.095910648379_127.512593661722,annotation,3-O-Acetylhamayne,N,C18,M+2Na-H,N,C12165,NA
HILIC_375.198379591144_107.664101475903,annotation,Betamethasone,N,C18,M+H-H2O,N,C06848,HMDB0014586
C18_377.210267378188_224.883294669512,annotation,14'-apo-beta-Carotenal,N,C18,M-H+HCOONa,N,C06734,NA
C18_377.2177032277_225.153595766541,annotation,(-)-Menthyl O-beta-D-glucoside,N,C18,M+Hac-H,N,C03962,HMDB0032368
HILIC_377.266965763469_26.697151264595,annotation,Tylactone,N,C18,M+H-H2O,N,C12000,NA
C18_378.057360501552_283.657146529195,annotation,E3040 sulfate,N,C18,M-H,Y,C11594,NA
HILIC_378.070845398556_289.232761334448,annotation,Glutathione episulfonium ion,N,C18,M+2Na-H,N,C14874,HMDB0060479
C18_378.0990994953_23.3498778021874,annotation,(R)-S-Lactoylglutathione,N,C18,M-H,N,C03451,HMDB0001066
C18_379.001052015602_24.8036970707611,annotation,gamma-Glutamyl-Se-methylselenocysteine,N,C18,M-H+HCOONa,N,C05695,HMDB0010716
C18_379.054976806993_287.282547226962,annotation,Nicotinamide D-ribonucleotide,N,C18,M+FA-H,Y,C00455,HMDB0000229
C18_379.082630710592_19.1607798032478,annotation,Diphyllin,N,C18,M-H,N,C10559,NA
C18_380.255626226304_260.135657236457,annotation,Sphinganine 1-phosphate,N,C18,M-H,N,C01120,HMDB0001383
HILIC_381.109779988485_66.3764591017914,annotation,Steroid O-sulfate,N,C18,M+2Na-H,N,C02590,NA
C18_381.109904259383_25.5324075693806,annotation,Gibberellin A34-catabolite,N,C18,M+Cl,N,C11869,NA
C18_381.204858421954_173.053582434528,annotation,"16,17-Didehydropregnenolone",N,C18,M-H+HCOONa,N,C06392,NA
HILIC_382.066161545739_291.059151684368,annotation,S-(Hydroxymethyl)glutathione,N,C18,M+2Na-H,N,C14180,HMDB0004662
C18_382.860826872855_107.261201639651,annotation,"1,2,3,7,8-Pentachlorodibenzofuran",Y,C18,M+FA-H,N,C18105,HMDB0244137
C18_382.860826872855_107.261201639651,annotation,"2,3,4,7,8-Pentachlorodibenzofuran",Y,C18,M+FA-H,N,C18106,HMDB0245434
C18_382.956064186038_50.7959560156592,annotation,Lythidathion,N,C18,M-H+HCOONa,N,C19004,NA
C18_383.051770562141_19.6175563558328,annotation,Cysteinyldopa,N,C18,M-H+HCOONa,Y,C17935,NA
C18_383.114197471492_26.7518976666303,annotation,S-Adenosyl-L-homocysteine,N,C18,M-H,Y,C00021,HMDB0000939
HILIC_383.130722823879_83.0881293472314,annotation,7-Deoxyloganate,N,C18,M+Na,N,C11636,NA
HILIC_383.167664622876_25.5229321893477,annotation,N-Acetyl-beta-D-glucosaminyl-(1->4)-D-glucosamine,N,C18,M+H,N,C21747,NA
C18_383.280100454218_170.399790222162,annotation,Glycidyl oleate,N,C18,M+FA-H,Y,C19426,NA
HILIC_383.330628510342_25.4915667640733,annotation,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",N,C18,M+H-2H2O,N,C05445,HMDB0006894
HILIC_383.965262635293_74.8975944168007,annotation,"N,6-O-Disulfo-D-glucosamine",N,C18,M+2Na-H,Y,C03789,NA
HILIC_384.149678716386_96.8872838536366,annotation,N-Acetyllactosamine,N,C18,M+H,Y,C00611,HMDB0001542
HILIC_384.189430926281_95.4204253144394,annotation,Dihydrozeatin-O-glucoside,N,C18,M+H,N,C16448,NA
C18_384.914212520378_77.7178750880494,annotation,"cis-2,3-Dihydrodiol 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane",N,C18,M-H,N,C06649,NA
HILIC_384.999608785578_79.3442799344554,annotation,Diclofop methyl,N,C18,M+2Na-H,Y,C11021,NA
HILIC_385.072636799683_210.089648140271,annotation,3-Ketosucrose,N,C18,M+2Na-H,N,C05731,NA
HILIC_385.12824123052_89.8781376444647,annotation,S-Adenosyl-L-homocysteine,N,C18,M+H,Y,C00021,HMDB0000939
HILIC_385.143683697945_91.2318095531407,annotation,Macrozamin,N,C18,M+H,N,C08504,NA
C18_385.149952529034_27.4178254422402,annotation,Hinokitiol glucoside,N,C18,M+Hac-H,N,C15451,NA
HILIC_385.173803575873_91.1800278484928,annotation,Norethindrone acetate,N,C18,M+2Na-H,N,C08152,NA
C18_385.236009844684_221.273113215925,annotation,Pregnanolone,N,C18,M-H+HCOONa,N,C05480,HMDB0006756
C18_385.260526388068_170.979591182088,annotation,6-Deoxyerythronolide B,N,C18,M-H,N,C03240,NA
HILIC_385.34604022187_26.8881925761962,annotation,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane",N,C18,M+H-2H2O,N,C05444,HMDB0012455
C18_387.003699900068_224.609966197727,annotation,Petunidin,N,C18,M+Cl,N,C08727,HMDB0003173
C18_387.114835617238_19.1903811563931,annotation,2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate,N,C18,M-H+HCOONa,N,C22074,NA
HILIC_387.134168948385_90.9211849954798,annotation,Penicillin K,N,C18,M+2Na-H,N,C17403,NA
C18_387.165717710541_32.4194076426267,annotation,Rhododendrin,N,C18,M+Hac-H,N,C09965,NA
HILIC_388.050155824949_172.259100781216,annotation,Gluconasturtiin,N,C18,M+H-2H2O,N,C08417,HMDB0038423
HILIC_388.076666618255_125.603669089466,annotation,2-S-Glutathionyl acetate,N,C18,M+Na,N,C14862,HMDB0062198
C18_388.122307862395_25.3943931182653,annotation,Salbostatin,N,C18,M-H+HCOONa,N,C17698,NA
C18_389.125306801752_23.9935368479092,annotation,Piceid,N,C18,M-H,N,C10275,HMDB0030564
HILIC_389.132032799623_78.2941540994769,annotation,Glucoselysine-6-phosphate,N,C18,M+H,N,C20979,NA
C18_389.166228694731_28.4916892417926,annotation,Neamine,N,C18,M-H+HCOONa,Y,C01441,NA
HILIC_391.015658316907_183.941197325767,annotation,Orotidine 5'-phosphate,N,C18,M+Na,N,C01103,HMDB0000218
C18_391.065291893742_36.1434772665487,annotation,Tomentin,N,C18,M+FA-H,N,C04581,NA
C18_391.123024715946_23.9515061058488,annotation,Aucubin,N,C18,M+FA-H,N,C09771,HMDB0036562
HILIC_391.182455553712_128.769140153002,annotation,"L-Alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate",N,C18,M+H,N,C20925,NA
C18_391.215831565923_154.104829342005,annotation,(-)-Chimonanthine,N,C18,M+FA-H,N,C09133,NA
HILIC_391.283913498381_27.8952513302058,annotation,Bis(2-ethylhexyl)phthalate,N,C18,M+H,Y,C03690,HMDB0249243
HILIC_392.00634890919_78.2498929144857,annotation,Glucolepidiin,N,C18,M+2Na-H,N,C08413,HMDB0301839
HILIC_392.018982588084_183.779873387783,annotation,Fentin hydroxide,N,C18,M+Na,N,C18729,HMDB0240281
HILIC_394.015838773126_181.616569516646,annotation,Dichloroarcyriaflavin A,N,C18,M+H,Y,C19699,NA
HILIC_395.117509854557_95.2728653650415,annotation,2-O-[alpha-D-Glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate,N,C18,M+H-2H2O,N,C21968,NA
HILIC_395.124369837712_95.5894156620343,annotation,Eupachlorin,N,C18,M+H-H2O,N,C09416,NA
HILIC_395.363234066407_220.576260271535,annotation,Cholestane,N,C18,M+Na,N,C19661,NA
C18_396.114299167864_21.9747107136691,annotation,N-Acetyl-7-O-acetylneuraminate,N,C18,M+FA-H,N,C04016,HMDB0000785
HILIC_396.885239757905_250.953920039539,annotation,DDT,N,C18,M+2Na-H,N,C04623,HMDB0032127
HILIC_397.026339285238_174.380644680186,annotation,Arbutin 6-phosphate,N,C18,M+2Na-H,N,C06187,NA
C18_399.022419284065_229.192818948672,annotation,Bis(4-nitrophenyl)phosphate,N,C18,M+Hac-H,N,C03779,HMDB0260294
C18_399.094494034896_25.8961363193462,annotation,Scopolin,N,C18,M+FA-H,N,C01527,NA
C18_399.151095431398_185.140657674974,annotation,Clostebol acetate,N,C18,M+Cl,N,C18374,NA
HILIC_400.253738579751_20.220441977902,annotation,Istamycin A1,N,C18,M+H-H2O,N,C17987,NA
HILIC_400.342228567462_31.2207879017463,annotation,L-Palmitoylcarnitine,N,C18,M+H,Y,C02990,HMDB0000222
C18_401.024969128615_21.993210366524,annotation,Cytidine 5'-diphosphoramidate,N,C18,M-H,N,C22031,NA
C18_401.050350280772_20.5363622917614,annotation,"5,5'-Dehydrodivanillate",N,C18,M-H+HCOONa,N,C18347,NA
C18_402.010646006048_20.6579663299016,annotation,CDP,N,C18,M-H,Y,C00112,HMDB0001546
HILIC_402.0557850694_265.536581990201,annotation,E3040 sulfate,N,C18,M+Na,Y,C11594,NA
HILIC_402.233287290438_33.3609586828694,annotation,Leucyl-leucyl-norleucine,N,C18,M+2Na-H,N,C11328,NA
C18_403.021061452634_44.8850281732317,annotation,Peonidin,N,C18,M-H+HCOONa,N,C08726,NA
C18_403.249135387823_155.137830946666,annotation,Medroxyprogesterone,N,C18,M+Hac-H,N,C07119,HMDB0001939
HILIC_404.988838034089_159.252727408561,annotation,Quercetin 3-sulfate,N,C18,M+Na,N,C00616,HMDB0303771
HILIC_405.09485525484_150.071102020996,annotation,Tetracenomycin A2,N,C18,M+H-H2O,N,C12371,NA
C18_405.134381421421_200.489380954101,annotation,Asperlicin C,N,C18,M-H,N,C21147,NA
C18_405.191665350097_75.6204812581746,annotation,Cortisone,N,C18,M+FA-H,N,C00762,HMDB0002802
HILIC_405.208861603303_82.0994437371285,annotation,Fludrocortisone acetate,N,C18,M+H-H2O,N,C08186,NA
HILIC_405.263108967184_27.3985466802689,annotation,"7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate",N,C18,M+H,N,C15568,HMDB0000447
C18_407.207168393324_75.2383089012459,annotation,Nigakilactone F,N,C18,M-H,N,C17031,NA
HILIC_408.97599675331_82.2023727595881,annotation,6-Mercaptopurine ribonucleoside 5'-diphosphate,N,C18,M+H-2H2O,N,C16616,HMDB0060660
HILIC_410.054237735455_190.130648023467,annotation,Glucobrassicanapin,N,C18,M+Na,N,C08403,HMDB0038417
C18_411.044371145992_239.962712782,annotation,"5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate",N,C18,M-H+HCOONa,Y,C20637,NA
HILIC_411.066345866439_173.365415902725,annotation,Se-Adenosylselenomethionine,N,C18,M+H-2H2O,N,C05691,NA
HILIC_411.11376755914_242.334169076524,annotation,Fructoselysine 6-phosphate,N,C18,M+Na,N,C16489,NA
HILIC_411.237269237639_28.3267282768288,annotation,Nigakihemiacetal A,N,C18,M+H,N,C08772,NA
C18_411.24174846845_186.878292373455,annotation,Phytyl phosphate,N,C18,M+Cl,N,C20764,NA
C18_411.348091062308_292.471508296629,annotation,(15Z)-Tetracosenoic acid,N,C18,M+FA-H,N,C08323,HMDB0002368
C18_413.17020659114_30.2147038764755,annotation,Strictosidine aglycone,N,C18,M+FA-H,N,C03309,NA
C18_413.23132683286_203.944080279911,annotation,"Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol",N,C18,M-H+HCOONa,N,C11898,NA
C18_414.887067407548_140.159519808623,annotation,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate",N,C18,M+Cl,N,C06645,NA
HILIC_415.04723121464_135.377632303972,annotation,Digalacturonate,N,C18,M+2Na-H,N,C02273,HMDB0039721
C18_415.285650911989_171.713511790745,annotation,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid ethyl ester",N,C18,M+Hac-H,N,C16185,NA
C18_420.89104952907_45.734819395402,annotation,Aldrin,N,C18,M+Hac-H,N,C07552,NA
HILIC_422.105444680248_74.6916705803144,annotation,8-Amino-8-demethylriboflavin,N,C18,M+2Na-H,N,C21646,NA
HILIC_422.289841375486_26.7516281369264,annotation,Talatizamine,N,C18,M+H,N,C08713,NA
HILIC_423.274121367436_29.5659759769086,annotation,Lovastatin acid,N,C18,M+H,Y,C21130,NA
C18_423.275120474951_221.316228575714,annotation,alpha-Phocaecholic acid,N,C18,M-H,N,C17651,NA
C18_424.233282689491_60.7088587607091,annotation,Sannamycin A,N,C18,M+Cl,N,C17710,NA
C18_425.052595722816_185.934188570366,annotation,Tetracenomycin D3,N,C18,M+FA-H,N,C12368,NA
C18_425.080671801385_21.3127662399951,annotation,S-Glutathionyl-L-cysteine,N,C18,M-H,Y,C05526,NA
C18_425.230749779607_194.079357822333,annotation,Pregnenolone acetate,N,C18,M-H+HCOONa,N,C14658,NA
C18_426.022186804983_22.4987525889553,annotation,ADP,N,C18,M-H,N,C00008,HMDB0001341
C18_426.083957547577_21.3726306442087,annotation,4-Hydroxy-6-methylpretetramide,N,C18,M+FA-H,N,C06628,NA
C18_426.239991033096_227.513359908505,annotation,Phospho-anandamide,N,C18,M-H,Y,C19913,NA
HILIC_427.095385534162_211.124143996178,annotation,S-Glutathionyl-L-cysteine,N,C18,M+H,Y,C05526,NA
HILIC_428.027855920976_245.729021245387,annotation,Adenylyl sulfate,N,C18,M+H,N,C00224,HMDB0001003
HILIC_428.06404798506_185.62712545925,annotation,Glucocleomin,N,C18,M+Na,N,C08406,NA
C18_429.047181645008_184.652053204449,annotation,5'-Butyrylphosphouridine,N,C18,M+Cl,N,C06436,NA
C18_429.300867188574_161.134284784983,annotation,7alpha-Hydroxy-3-oxo-4-cholestenoate,N,C18,M-H,N,C17337,HMDB0012458
C18_430.990737500034_186.271209629607,annotation,Glutathioselenol,N,C18,M+FA-H,N,C18871,NA
HILIC_431.072646475202_263.484722778106,annotation,CMP-2-aminoethylphosphonate,N,C18,M+H,Y,C05673,HMDB0060067
HILIC_431.31538064738_28.474297066068,annotation,Ruscogenin,N,C18,M+H,N,C08909,NA
C18_433.112949837502_25.4884369815716,annotation,Naringenin 7-O-beta-D-glucoside,N,C18,M-H,N,C09099,NA
C18_433.236201749736_148.14873909836,annotation,Oleoylglycerone phosphate,N,C18,M-H,N,C03630,NA
HILIC_433.33119880236_223.530808681456,annotation,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",N,C18,M+H-H2O,Y,C04722,NA
HILIC_433.331296140872_27.2338830691548,annotation,Scymnol,N,C18,M+H-2H2O,Y,C16260,NA
HILIC_435.346304220499_26.7506298392119,annotation,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",N,C18,M+H,N,C04554,NA
HILIC_436.074295181432_162.189104758625,annotation,Glucoberteroin,N,C18,M+H,Y,C08401,HMDB0301919
C18_436.264125360423_188.438259366989,annotation,Myxalamid B,N,C18,M+Cl,N,C12159,NA
C18_437.02509235186_207.50205479368,annotation,Pyrazoxyfen,N,C18,M+Cl,N,C18556,NA
C18_438.803280639929_89.5220527110713,annotation,"1,2,3,4,7,8-Hexachlorodibenzofuran",Y,C18,M-H+HCOONa,N,C18107,HMDB0244129
C18_438.803280639929_89.5220527110713,annotation,"1,2,3,7,8,9-Hexachlorodibenzofuran",Y,C18,M-H+HCOONa,N,C18108,HMDB0244139
C18_438.803280639929_89.5220527110713,annotation,"1,2,3,6,7,8-Hexachlorodibenzofuran",Y,C18,M-H+HCOONa,N,C18109,HMDB0244135
C18_438.803280639929_89.5220527110713,annotation,"2,3,4,6,7,8-Hexachlorodibenzofuran",Y,C18,M-H+HCOONa,N,C18110,HMDB0245433
C18_439.306399987259_229.334975825659,annotation,Petromyzonol,N,C18,M+FA-H,N,C16258,NA
C18_442.017125690057_20.4024178466533,annotation,GDP,N,C18,M-H,Y,C00035,HMDB0001201
HILIC_443.082386358862_48.2395351216971,annotation,4-Amino-anhydrotetracycline,N,C18,M+2Na-H,N,C06654,NA
